Date,Team_base,Time,Opponent,Rank_base,Site,TV,Result,Attendance,Current Wins,Current Losses,Stadium Capacity,Fill Rate,New Coach,Tailgating,PRCP,SNOW,SNWD,TMAX,TMIN,Opponent_Rank,Conference,Year,Month,Day,__key,Rank_cfn,Team_cfn,FiveYearAvgAttendance,FiveYearCapacityPct,2022AvgAttendance,2022CapacityPct,FiveYearCapacityPct_f,2022CapacityPct_f,AutoCapacity,AutoFillRate,Team
10/24/2009,Missouri,7:00 PM,No. 3 Texas,NR,"Faurot FieldColumbia, Missouri",ABC,L 741,71004,4,2,71004,1.0,False,False,0.0,0.0,0.0,61,34,3,Big-12,2009,10,24,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/7/2009,Missouri,1:00 PM,Baylor,NR,"Faurot FieldColumbia, Missouri",Not on TV,L 3240,65298,5,3,71004,0.91963833,False,False,0.0,0.0,0.0,75,49,NR,Big-12,2009,11,7,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/21/2009,Missouri,1:00 PM,Iowa State,NR,"Faurot FieldColumbia, Missouri (Battle for the Telephone Trophy)",Not on TV,W 3424,55573,6,4,71004,0.782674216,False,False,0.0,0.0,0.0,62,41,NR,Big-12,2009,11,21,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/11/2010,Missouri,6:00 PM,McNeese State*,NR,"Faurot FieldColumbia, Missouri",FSN PPV,W 506,55582,1,0,71004,0.782800969,False,False,0.32,0.0,0.0,80,61,NR,Big-12,2010,9,11,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/18/2010,Missouri,6:00 PM,San Diego State*,NR,"Faurot FieldColumbia, Missouri",FSN PPV,W 2724,56050,2,0,71004,0.789392147,False,False,0.22,0.0,0.0,87,63,NR,Big-12,2010,9,18,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/25/2010,Missouri,1:00 PM,Miami (OH)*,NR,"Faurot FieldColumbia, Missouri",Not on TV,W 5113,60329,3,0,71004,0.849656357,False,False,0.28,0.0,0.0,73,51,NR,Big-12,2010,9,25,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/9/2010,Missouri,6:00 PM,Colorado,24,"Faurot FieldColumbia, Missouri",FSN,W 260,62965,0,0,71004,0.886781026,False,False,0.0,0.0,0.0,83,56,NR,Big-12,2010,10,9,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/23/2010,Missouri,7:00 PM,No. 3 Oklahoma,18,"Faurot FieldColumbia, Missouri (TigerSooner Peace Pipe)",ABC,W 3627,71004,2,0,71004,1.0,False,False,0.18,0.0,0.0,78,58,3,Big-12,2010,10,23,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/13/2010,Missouri,11:30 AM,Kansas State,20,"Faurot FieldColumbia, Missouri (Senior Day)",FSN,W 3828,63310,3,2,71004,0.891639908,False,False,0.0,0.0,0.0,59,34,NR,Big-12,2010,11,13,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/3/2011,Missouri,11:00 AM,Miami (OH)*,21,"Faurot FieldColumbia, Missouri",FSN,W 176,58313,0,0,71004,0.821263591,False,False,0.11,0.0,0.0,95,68,NR,Big-12,2011,9,3,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/17/2011,Missouri,6:00 PM,Western Illinois*,NR,"Faurot FieldColumbia, Missouri",FSN PPV,W 690,63420,1,1,71004,0.893189116,False,False,0.19,0.0,0.0,58,52,NR,Big-12,2011,9,17,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/15/2011,Missouri,1:00 PM,Iowa State,NR,"Faurot FieldColumbia, Missouri (Telephone Trophy)",Not on TV,W 5217,71004,2,3,71004,1.0,False,False,0.0,0.0,0.0,70,42,NR,Big-12,2011,10,15,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/22/2011,Missouri,11:00 AM,No. 6 Oklahoma State,NR,"Faurot FieldColumbia, Missouri",FX,L 2445,64202,3,3,71004,0.90420258,False,False,0.0,0.0,0.0,72,40,6,Big-12,2011,10,22,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/12/2011,Missouri,11:00 AM,No. 21 Texas,NR,"Faurot FieldColumbia, Missouri",FX,W 175,61323,4,5,71004,0.863655569,False,False,0.0,0.0,0.0,60,40,21,Big-12,2011,11,12,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/19/2011,Missouri,2:30 PM,Texas Tech,NR,"Faurot FieldColumbia, Missouri",ABC/ESPN3,W 3127,54309,5,5,71004,0.764872402,False,False,0.0,0.0,0.0,68,42,NR,Big-12,2011,11,19,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/1/2012,Missouri,6:00 PM,Southeastern Louisiana*,NR,"Faurot FieldColumbia, MO",FSN PPV,W 6210,62173,0,0,71004,0.875626725,False,False,0.22,0.0,0.0,78,71,NR,SEC,2012,9,1,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/8/2012,Missouri,6:45 PM,No. 7 Georgia,NR,"Faurot FieldColumbia, MO",ESPN2,L 2041,71004,1,0,71004,1.0,False,False,0.0,0.0,0.0,75,54,7,SEC,2012,9,8,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/15/2012,Missouri,6:00 PM,Arizona State*,NR,"Faurot FieldColumbia, MO",ESPN2,W 2420,71004,1,1,71004,1.0,False,False,0.0,0.0,0.0,68,56,NR,SEC,2012,9,15,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/6/2012,Missouri,6:00 PM,Vanderbilt,NR,"Faurot FieldColumbia, MO",SECRN,L 1519,66250,3,2,71004,0.933046026,False,False,0.0,0.0,0.0,49,35,NR,SEC,2012,10,6,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/13/2012,Missouri,2:30 PM,No. 1 Alabama,NR,"Faurot FieldColumbia, MO",CBS,L 1042,71004,3,3,71004,1.0,False,False,1.2,0.0,0.0,75,57,1,SEC,2012,10,13,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/27/2012,Missouri,11:00 AM,Kentucky,NR,"Faurot FieldColumbia, MO",ESPNU,W 3310,67853,3,4,71004,0.955622218,False,False,0.0,0.0,0.0,47,29,NR,SEC,2012,10,27,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/17/2012,Missouri,6:00 PM,Syracuse*,NR,"Faurot FieldColumbia, MO",ESPNU,L 2731,63045,5,5,71004,0.887907724,False,False,0.0,0.0,0.0,61,34,NR,SEC,2012,11,17,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
8/31/2013,Missouri,6:00 PM,Murray State*,NR,"Faurot FieldColumbia, MO",PPV,W 5814,58038,0,0,67124,0.864638579,False,False,0.0,0.0,0.0,100,73,NR,SEC,2013,8,31,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/7/2013,Missouri,2:30 PM,Toledo*,NR,"Faurot FieldColumbia, MO",ESPNU,W 3823,56785,1,0,67124,0.845971635,False,False,0.0,0.0,0.0,96,62,NR,SEC,2013,9,7,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/28/2013,Missouri,6:30 PM,Arkansas State*,NR,"Faurot FieldColumbia, MO",CSS/FSMW,W 4119,62468,3,0,67124,0.930635838,False,False,0.21,0.0,0.0,78,58,NR,SEC,2013,9,28,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/19/2013,Missouri,11:21 AM,No. 22 Florida,14,"Faurot FieldColumbia, MO",SECTV,W 3617,67124,6,0,67124,1.0,False,False,0.01,0.0,0.0,58,35,22,SEC,2013,10,19,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/26/2013,Missouri,6:00 PM,No. 20 South Carolina,5,"Faurot FieldColumbia, MO",ESPN2,L 2427 2OT,67124,7,0,67124,1.0,False,False,0.0,0.0,0.0,63,36,20,SEC,2013,10,26,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/2/2013,Missouri,6:00 PM,Tennessee,10,"Faurot FieldColumbia, MO",ESPN,W 313,65869,7,1,67124,0.98130326,False,False,0.0,0.0,0.0,54,35,NR,SEC,2013,11,2,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/30/2013,Missouri,6:45 PM,No. 19 Texas A&M,5,"Faurot FieldColumbia, MO",ESPN,W 2821,67124,10,1,67124,1.0,False,False,0.0,0.0,0.0,57,32,19,SEC,2013,11,30,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/5/2015,Missouri,3:00 PM,Southeast Missouri*,24,"Faurot FieldColumbia, MO",SEC Alt.,W 343,64670,0,0,71168,0.908694919,False,False,0.0,0.0,0.0,91,70,NR,SEC,2015,9,5,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/19/2015,Missouri,11:00 AM,UConn*,22,"Faurot FieldColumbia, MO",ESPN,W 96,70079,2,0,71168,0.984698179,False,False,0.0,0.0,0.0,74,55,NR,SEC,2015,9,19,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/3/2015,Missouri,11:00 AM,South Carolina,NR,"Faurot FieldColumbia, MO",SECN,W 2410,66751,3,1,71168,0.937935589,False,False,0.0,0.0,0.0,68,42,NR,SEC,2015,10,3,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/10/2015,Missouri,6:30 PM,No. 11 Florida,NR,"Faurot FieldColumbia, MO",SECN,L 321,70767,4,1,71168,0.994365445,False,False,0.0,0.0,0.0,70,40,11,SEC,2015,10,10,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/5/2015,Missouri,8:00 PM,No. 24 Mississippi State,NR,"Faurot FieldColumbia, MO",ESPN,L 1331,58878,4,4,71168,0.827310027,False,False,0.45,0.0,0.0,67,56,24,SEC,2015,11,5,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/21/2015,Missouri,6:15 PM,Tennessee,NR,"Faurot FieldColumbia, MO",ESPN2,L 819,59575,5,5,71168,0.837103754,False,False,0.31,0.0,0.0,43,24,NR,SEC,2015,11,21,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/10/2016,Missouri,6:30 PM,Eastern Michigan*,NR,"Faurot FieldColumbia, MO",SECN,W 6121,51192,0,1,71168,0.71931205,True,False,1.71,0.0,0.0,75,58,NR,SEC,2016,9,10,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/17/2016,Missouri,6:30 PM,No. 16 Georgia,NR,"Faurot FieldColumbia, MO",SECN,L 2728,57098,1,1,71168,0.802298786,True,False,0.0,0.0,0.0,81,64,16,SEC,2016,9,17,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/24/2016,Missouri,3:00 PM,Delaware State*,NR,"Faurot FieldColumbia, MO",SECN,W 790,53472,1,2,71168,0.751348921,True,False,0.0,0.0,0.0,88,67,NR,SEC,2016,9,24,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/22/2016,Missouri,3:00 PM,Middle Tennessee*,NR,"Faurot FieldColumbia, MO",SECN,L 4551,52351,2,4,71168,0.73559746,True,False,0.0,0.0,0.0,71,40,NR,SEC,2016,10,22,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/29/2016,Missouri,11:00 AM,Kentucky,NR,"Faurot FieldColumbia, MO",SECN,L 2135,50234,2,5,71168,0.705850944,True,False,0.0,0.0,0.0,83,60,NR,SEC,2016,10,29,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/12/2016,Missouri,2:30 PM,Vanderbilt,NR,"Faurot FieldColumbia, MO",SECN,W 2617,50261,2,7,71168,0.706230328,True,False,0.0,0.0,0.0,56,34,NR,SEC,2016,11,12,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/25/2016,Missouri,1:30 PM,Arkansas,NR,"Faurot FieldColumbia, MO (Battle Line Rivalry)",CBS,W 2824,51043,3,8,71168,0.717218413,True,False,0.0,0.0,0.0,43,32,NR,SEC,2016,11,25,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/2/2017,Missouri,11:00 AM,Missouri State*,NR,"Faurot FieldColumbia, MO",SECN,W 7243,50131,0,0,71168,0.704403665,False,False,0.0,0.0,0.0,83,50,NR,SEC,2017,9,2,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/9/2017,Missouri,6:00 PM,South Carolina,NR,"Faurot FieldColumbia, MO",ESPN2,L 1331,55023,1,0,71168,0.773142424,False,False,0.0,0.0,0.0,85,60,NR,SEC,2017,9,9,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/16/2017,Missouri,3:00 PM,Purdue*,NR,"Faurot FieldColumbia, MO",SECN,L 335,53262,1,1,71168,0.748398156,False,False,0.0,0.0,0.0,89,64,NR,SEC,2017,9,16,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/23/2017,Missouri,6:30 PM,No. 15 Auburn,NR,"Faurot FieldColumbia, MO",ESPNU,L 1451,54574,1,2,71168,0.766833408,False,False,0.0,0.0,0.0,91,68,15,SEC,2017,9,23,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/21/2017,Missouri,11:00 AM,Idaho*,NR,"Faurot FieldColumbia, MO",SECN,W 6821,47648,1,5,71168,0.669514388,False,False,0.0,0.0,0.0,79,61,NR,SEC,2017,10,21,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/4/2017,Missouri,11:00 AM,Florida,NR,"Faurot FieldColumbia, MO",ESPN2,W 4516,49154,3,5,71168,0.690675585,False,False,0.0,0.0,0.0,60,55,NR,SEC,2017,11,4,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/11/2017,Missouri,6:30 PM,Tennessee,NR,"Faurot FieldColumbia, MO",SECN,W 5017,50637,4,5,71168,0.711513602,False,False,0.0,0.0,0.0,54,30,NR,SEC,2017,11,11,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/1/2018,Missouri,3:00 PM,UT Martin*,NR,"Faurot FieldColumbia, MO",SECN,W 5114,44019,0,0,60168,0.731601516,False,False,0.0,0.0,0.0,91,73,NR,SEC,2018,9,1,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/8/2018,Missouri,6:00 PM,Wyoming*,NR,"Faurot FieldColumbia, MO",ESPNU,W 4013,50820,1,0,60168,0.844635022,False,False,0.62,0.0,0.0,69,63,NR,SEC,2018,9,8,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/22/2018,Missouri,11:00 AM,No. 2 Georgia,NR,"Faurot FieldColumbia, MO",ESPN,L 2943,58284,3,0,60168,0.968687675,False,False,0.0,0.0,0.0,75,53,2,SEC,2018,9,22,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/20/2018,Missouri,3:00 PM,Memphis*,NR,"Faurot FieldColumbia, MO",SECN,W 6533,52917,3,3,60168,0.879487435,False,False,0.0,0.0,0.0,64,36,NR,SEC,2018,10,20,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
10/27/2018,Missouri,3:00 PM,No. 12 Kentucky,NR,"Faurot FieldColumbia, MO",SECN,L 1415,53397,4,3,60168,0.887465098,False,False,0.0,0.0,0.0,68,41,12,SEC,2018,10,27,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/10/2018,Missouri,11:00 AM,Vanderbilt,NR,"Faurot FieldColumbia, MO",SECN,W 3328,48342,5,4,60168,0.803450339,False,False,0.0,0.0,0.0,34,16,NR,SEC,2018,11,10,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
11/23/2018,Missouri,1:30 PM,Arkansas,NR,"Faurot FieldColumbia, MO (Battle Line Rivalry)",CBS,W 380,52482,7,4,60168,0.872257679,False,False,0.59,0.0,0.0,51,42,NR,SEC,2018,11,23,missouri,35.0,Missouri,42821.0,66.12%,45711.0,70.58%,0.6612,0.7058,64764.805894020974,0.6612,Missouri
9/2/2000,New Mexico,7:00 PM,Boise State*,NR,"University StadiumAlbuquerque, NM",Not on TV,L 1431,22090,0,1,31218,0.707604587,False,False,0.0,0.0,0.0,88,56,NR,MWC,2000,9,2,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
9/9/2000,New Mexico,6:05 PM,Oregon State*,NR,"University StadiumAlbuquerque, NM",Not on TV,L 2028,30830,0,2,31218,0.987571273,False,False,0.0,0.0,0.0,90,52,NR,MWC,2000,9,9,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
9/30/2000,New Mexico,6:00 PM,Wyoming,NR,"University StadiumAlbuquerque, NM",SPW,W 4510,25089,2,3,31218,0.803670959,False,False,0.01,0.0,0.0,86,56,NR,MWC,2000,9,30,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
10/28/2000,New Mexico,1:00 PM,Utah,NR,"University StadiumAlbuquerque, NM",ESPN+,W 103,21366,4,4,31218,0.684412839,False,False,0.55,0.0,0.0,54,42,NR,MWC,2000,10,28,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
11/4/2000,New Mexico,2:00 PM,San Diego State,NR,"University StadiumAlbuquerque, NM",ESPN+,L 1617,21007,5,4,31218,0.672913063,False,False,0.32,0.0,0.0,52,38,NR,MWC,2000,11,4,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
9/1/2001,New Mexico,6:00 PM,UTEP*,NR,"University StadiumAlbuquerque, NM",KKWB,W 266,41771,0,0,37370,1.117768263,False,False,0.0,0.0,0.0,89,53,NR,MWC,2001,9,1,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
10/13/2001,New Mexico,1:00 PM,No. 18 BYU,NR,"University StadiumAlbuquerque, NM",ESPN+,L 2024,29036,2,3,37370,0.776986888,False,False,0.0,0.0,0.0,71,34,18,MWC,2001,10,13,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
8/30/2003,New Mexico,6:00 PM,Texas State*,NR,"University StadiumAlbuquerque, NM",Not on TV,W 728,35311,0,0,37370,0.944902328,False,False,0.15,0.0,0.0,83,63,NR,MWC,2003,8,30,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
9/13/2003,New Mexico,6:00 PM,BYU,NR,"University StadiumAlbuquerque, NM",SPW,L 710,33606,1,1,37370,0.899277495,False,False,0.0,0.0,0.0,83,48,NR,MWC,2003,9,13,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
9/27/2003,New Mexico,6:00 PM,New Mexico State*,NR,"University StadiumAlbuquerque, NM (Rio Grande Rivalry)",Not on TV,W 2417,44075,1,3,37370,1.179421996,False,False,0.0,0.0,0.0,85,50,NR,MWC,2003,9,27,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
10/4/2003,New Mexico,6:00 PM,Utah State*,NR,"University StadiumAlbuquerque, NM",Not on TV,W 347,31435,2,3,37370,0.841182767,False,False,0.02,0.0,0.0,76,50,NR,MWC,2003,10,4,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
11/1/2003,New Mexico,6:00 PM,UNLV,NR,"University StadiumAlbuquerque, NM",SPW,L 3537,29179,5,3,37370,0.780813487,False,False,0.0,0.0,0.0,75,48,NR,MWC,2003,11,1,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
11/7/2003,New Mexico,7:00 PM,Colorado State,NR,"University StadiumAlbuquerque, NM",ESPN2,W 3734,37133,5,4,37370,0.993658014,False,False,0.0,0.0,0.0,62,28,NR,MWC,2003,11,7,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
11/15/2003,New Mexico,1:00 PM,Air Force,NR,"University StadiumAlbuquerque, NM",Not on TV,W 2412,35132,6,4,37370,0.94011239,False,False,0.0,0.0,0.0,58,33,NR,MWC,2003,11,15,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
9/3/2004,New Mexico,6:00 PM,Washington State*,NR,"University StadiumAlbuquerque, NM",ESPN,L 1721,34860,0,0,38634,0.902314024,False,False,0.0,0.0,0.0,88,55,NR,MWC,2004,9,3,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
9/11/2004,New Mexico,6:00 PM,Texas Tech*,NR,"University StadiumAlbuquerque, NM",Not on TV,W 2724,38746,0,1,38634,1.002899001,False,False,0.0,0.0,0.0,92,51,NR,MWC,2004,9,11,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
10/1/2004,New Mexico,6:00 PM,No. 14 Utah,NR,"University StadiumAlbuquerque, NM",ESPN2,L 728,40182,2,2,38634,1.040068334,False,False,0.0,0.0,0.0,73,41,14,MWC,2004,10,1,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
10/23/2004,New Mexico,4:30 PM,San Diego State,NR,"University StadiumAlbuquerque, NM",SPW,W 199,37287,3,4,38634,0.965134338,False,False,0.0,0.0,0.0,63,31,NR,MWC,2004,10,23,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
11/20/2004,New Mexico,1:00 PM,Wyoming,NR,"University StadiumAlbuquerque, NM",ESPN+,W 169,35333,6,4,38634,0.914557126,False,False,0.04,0.0,0.0,59,38,NR,MWC,2004,11,20,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
9/5/2005,New Mexico,11:00 AM,UNLV,NR,"University StadiumAlbuquerque, NM",ESPN2,W 2422,37533,0,0,38634,0.971501786,False,False,0.0,0.0,0.0,87,62,NR,MWC,2005,9,5,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
9/17/2005,New Mexico,6:00 PM,New Mexico State*,NR,"University StadiumAlbuquerque, NM (Rio Grande Rivalry)",SPW,W 3821,44760,2,0,38634,1.158564995,False,False,0.0,0.0,0.0,90,48,NR,MWC,2005,9,17,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
10/8/2005,New Mexico,6:00 PM,BYU,NR,"University StadiumAlbuquerque, NM",SPW,L 2427,39233,3,2,38634,1.015504478,False,False,0.0,0.0,0.0,74,44,NR,MWC,2005,10,8,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
10/28/2005,New Mexico,6:00 PM,Colorado State,NR,"University StadiumAlbuquerque, NM",ESPN2,L 2535,36390,5,3,38634,0.941916447,False,False,0.0,0.0,0.0,68,41,NR,MWC,2005,10,28,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
11/19/2005,New Mexico,12:30 PM,Air Force,NR,"University StadiumAlbuquerque, NM",Not on TV,L 2442,33791,6,4,38634,0.874644096,False,False,0.0,0.0,0.0,58,23,NR,MWC,2005,11,19,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
9/2/2006,New Mexico,6:30 PM,Portland State*,NR,"University StadiumAlbuquerque, NM",mtn,L 617,27535,0,0,38634,0.71271419,False,False,0.0,0.0,0.0,74,62,NR,MWC,2006,9,2,new mexico,116.0,New Mexico,12708.2,42.08%,15186.0,50.28%,0.4208,0.5028,30202.86396181384,0.4208,New Mexico
